id,title,url,description,adress,rating,created,updated
,Trivitron Health Care Pvt Ltd,http://www.trivitron.com,"Medical Technology Products Like Ultrasound Scanners, Diagnostic reagents and Instruments",,,NOW(),NOW()
,Tulasi Seeds Pvt Ltd,http://www.tulasiseeds.com,"R & D,Marketing; DNA finger printing for genetic purity analysis.Research in plant breeding and biotechnolgy.",,,NOW(),NOW()
,Tulip Diagnostics (P) Ltd,http://www.tulipgroup.com,"Manufacture,Marketing; Manufacturing one step membrane and ELISA based tests for fertility, infectious diseases and parasitology. Design, manufacture, formulation  & marketing of  diagnostic kits and reagents.",,,NOW(),NOW()
,Tuticorin Alkali Chemicals and Fertilisers Ltd,"http://www.spicgroup.com

","Manufacture,R & D,Marketing; Manufacturing and marketing of biopesticides.Research on new biopesticides and improvement in the process for manufacturing of biopesticides.",,,NOW(),NOW()
,Sanzyme Ltd,http://www.pubergen.com,"Manufacture,R & D,Marketing; Manufacturing of fermentation and biotechnology products.Experimentation and research for the industry by taking animal modules; bioequivalence and standardization; the norms being in compliance with SPCA and CPCSA.",,,NOW(),NOW()
,Unichem Laboratories Ltd,http://www.unichemindia.com,"Manufacture,Marketing; Manufacturing and marketing of  bulk drugs, formulations and therapeutically useful peptides and proteins for human use.The major  therapeutics products are  gastrointestinals, cardiovasculars,  for diabetes, psychiatry, neurology, anti - bacterials etc.Development of  therapeutically useful peptide and proteins for human use.",,,NOW(),NOW()
,UNIMARK REMEDIES,http://www.unimarkremedies.com,Research & Development laboratories,,,NOW(),NOW()
,Unique Biotech Ltd,http://www.uniquebiotech.com,"Manufacture,R & D,Marketing; Manufacturing and marketing of probiotics.Development of new probiotic strains.",,,NOW(),NOW()
,USV Ltd,http://www.usvindia.com,"Manufacture,R & D; Focuses on branded generics, active pharmaceutical ingredients (APIs) and niche generics.rDNA proteins and peptides backed by validated bio-assays, clinical trials and intellectual property rights.The R & D activities of the company encompasses a broad range of segments like biotechnology, chemical process,drug delivery, clinical and analytical facilities, scale up facilities and intellectual property.",,,NOW(),NOW()
,VARDA Biotech (P) Ltd,http://www.varda.lookchem.com,"VARDA Biotech is a technology based & Knowledge driven enterprise, offering integrated services in Biotechnology & Pharmaceuticals. ",,,NOW(),NOW()
,Vasu Healthcare Pvt. Ltd.,http://www.vasuhealthcare.com,"a) Patented prescription ayurvedic/herbal formulations of natural origin. 
B) Active ingredient enriched, standard extract based natural formulations. 
C) Natural, safe and effective Over The Counter (OTC) health care products. 
",adress,rating,NOW(),NOW()
,Vedic Lifesciences Pvt Ltd,http://www.vediclifesciences.com,"R & D,Consultancy; A contract research organization specializing in clinical and preclinical research on natural products.",,,NOW(),NOW()
,Veeda Clinical Research,http://www.veedacr.com,R & D; Veeda CR has expanded its facilities to include Clinical Pharmacology Units ,,,NOW(),NOW()
,Vega Medicare Ltd,http://www.vegabiotech.com,"Manufacture, Marketing; Manufacturing & marketing of  pharmaceuticals, vaccines with specific focus on biopharmaceuticals. Development of recombinant therapeutics for use in oncology, immunology, virology, tropical and inflammatory diseases.",,,NOW(),NOW()
,Venkateshwara Goats & Bioresearch (India) Limited.,NA,"Manufacturing , R&D",,,NOW(),NOW()
,"Venkateshwara Hatcheries Pvt Ltd (Ventri Biologicals, Vaccine Division)",http://www.venkys.com,"Development of new products, change in processes and changes in existing seeds. R&D activities are related to increase in the yield of vaccines, use of proper strain for vaccine production. Manufacture,R & D,Marketing; Manufacturing of poultry vaccines in tissue culture, in SPF eggs and fermentors.",,,NOW(),NOW()
,Venkateswara Ayurveda Nilayam Limited,http://www.vanchintaluru.com,Manufacturers & marketing Ayurvedic Medicines - an Indian system of medicine.,,,NOW(),NOW()
,"Venus Medicine Research Centre, Venus Remedies Ltd. ",http://www.venusremedies.com,"• Formulation, development and stability of parenteral drugs
• In-vitro, biochemical and microbiological studies.
• Pre-clinical studies as per schedule.
• Clinical studies under Venus Clinical Research Services
* Research & Development.
* Manufacturing of injectable product with specialization in antibiotics and anticancer
",,,NOW(),NOW()
,Venus Remedies Ltd,http://www.venusremedies.com,"New Product Development & improvements/innovations. Manufacture,R & D,Marketing",,,NOW(),NOW()
,VHB Life Sciences Inc.,http://www.vhbgroup.com,"Manufacture,Marketing; A company manufacturing and marketing healthcare and pharmaceutical products  in 7 SBUs. Cytocare division, criticalcare division, cardio division, genbiotech division, genx division, herbonex division and progen division.",,,NOW(),NOW()
,Vibha Seeds,http://www.vibhaseeds.com,"Manufacture; Vibha Agrotech Limited uses SEEDS as a technology delivery vehicle to find out solutions in eco-friendly way  for  sustainable agriculture through multi-disciplinary research programs by integrating and synergizing conventional Mendelian plant breeding, bio-chemistry, biotechnology, crop protection and production technologies to introduce definite performing proprietary hybrids.",,,NOW(),NOW()
,Vikki’s Agrotech Ltd,"http://www.vikkisagrotech.com

","RCGM field trials on VCH-111 Bt and VCH-113 Bt cotton hybrids containing cry 1Ac gene (Mon 531 event) in south zone and central zone; cotton crossing programme with cry 1Ec gene and seed production of VCH-111 Bt. Manufacture,R & D; Development and field trials of Bt cotton. Received permission in 2006 for commercial marketing for the centralzone.",,,NOW(),NOW()
,Vikram Seeds Ltd,NA,"The company is a sub licensee of Mahyco-Monsanto India Ltd. for the development of transgenic cotton hybrids (development four bt cotton hybrids viz., VICH-5, VICH-9, VICH-11 & VICH-15 containing cry 1ac gene, of which large scale trials for VICH-5 & VICH -9 have been organized in centre and south zone during kharif, 2005. Seed production for 100 ha. for each hybrid has been organised for commercial marketing  during kharif 2006. Incorporation of cry X gene in the parental lines of hybrid is in progress). Multilocation trial for VICH 11 & VICH 15 been organized in the  centre during kharif 2005 Conventional cotton hybrids viz., VICH-31, VICH-33, VICH-55, VICH-501 have been developed.",,,NOW(),NOW()
,Vimta Labs Ltd                                             ,http://www.vimta.com,"Contract research, Clinical Diagnostics, Clinical trials, Pre-clinical drug testing, Analytical and bio-analytical testing services",,,NOW(),NOW()
,VINS Bioproducts,http://www.vinsbio.in,"Manufacture,R & D,Marketing, Developing new products for diseases endemic in India and less developed nations, improving the yields and quality of the currently manufactured products.",,,NOW(),NOW()
,Viraj Clean Sea Enterprises,http://www.virajcse.com,Marine Environment and Security related products and services.,,,NOW(),NOW()
,Virchow Biotech Pvt Ltd,http://www.virchowbiotech.com,"Manufacture; Manufacturing of biologicals and biogenerics by genetic engineering or clinical fermentation. The Virchow Research Foundation has a program which trains young scientists in the life sciences sector. It monitors and conducts large, multicentric clinical trials.",,,NOW(),NOW()
,Vishal Biotechnologies,NA,"Manufacture,Marketing,Consultancy; Production and supply of biofertilizers, offering technical guidance for biomanure unit, supplying of biomanure and earthworms. Improvement in technology for process amplification.",,,NOW(),NOW()
,Viswa Mithra Bio Agro (P) Ltd,NA,"Manufacture,R & D,Marketing,Consultancy; Manufacturing and marketing of bioinputs. Technology upgradation for massive virulent spore production of Beauveria bassiana, Verticillium lecanii and Metarrhizium anisopliae.",,,NOW(),NOW()
,Viswagen Biotech Pvt Ltd,http://www.viswagenbiotech.com,"Manufacture, Marketing; Marketing of reagents/ tools for genomics, protein analysis and drug discovery research.",,,NOW(),NOW()
,Vittal Mallya Scientific Research Foundation,http://www.vmsrf.org,"A centre for research in  frontier areas of biotechnology like drug discovery/ APIs, bioinformatics, nutraceuticals and functional foods, organic farming and biopesticides. Metabolomics and pathway engineering of medicinal and aromatic plants. Mode of action studies, target site identification on new molecules using Drosophila genetics, metabolic pathway analysis, protein modeling, drug protein interaction, molecular targets and QSAR. Exploration of traditionally used medicinal plants for newer compounds with hepatoprotective, immunomodulatory and other pharmacological properties. Development  of process and products from edible plants with anti-obesity and anti-oxidant properties for safe consumption as food supplement. Strain improvement and process engineering development to enhance the energy efficiency and productivity of extra neutral alcohol.",,,NOW(),NOW()
,VIVAN Life Sciences,http://www.vivanls.com,"Offer high end products in pharmaceutical and Life Science, CROs, Clinical Research Companies and Speciality Chemical Companies",,,NOW(),NOW()
,Vivekananda Institute of Biotechnology,http://www.vibsran.webs.com,"Manufacture,R & D,Marketing,Consultancy; A company involved in biofertilizer technology, tissue culture, mushroom technology, biocontrol of pest and diseases and vermicomposting. Isolation and maintenance of germplasm & biofertilizers, development of economically feasible production technology for biofertilizers and establishment of micropropagation of banana & papaya.",,,NOW(),NOW()
,Vivo Biotech,http://www.vivobio.com,"R & D; It offers a range of services such as in silico deign, wet lab contract research services such as molecular cloning services, protein expression services, protein characterization  and purification services, cell based assay development, pre clinical research and clinical studies.",,,NOW(),NOW()
,VLife Sciences Technologies Pvt. Ltd.,http://www.vlifesciences.com/,"Development of software products and solutions for pharma, life sciences and biotech companies Discovery and development of new indications for existing drugs.
Discovery and development of new chemical entities for oncology. 
",,,NOW(),NOW()
,VM Biotech,http://www.vmbiotech.com,"R & D, Manufacture,Consultancy , Microbial losses of sugar, microbiology of sugar manufacturing process etc.",,,NOW(),NOW()
,Voisin Consulting's ,http://www.voisinconsulting.com,Voisin Consulting Life Sciences assists in the design and implementation of customized regulatory strategies for the development and registration of innovative healthcare products,,,NOW(),NOW()
,Waters (India) Pvt Ltd,http://www.waters.com,"Manufacture,R & D,Marketing; Manufacturing and marketing  of instruments for pharmaceutical, healthcare, agro based industries and polymers for separation and detection. Upgrading  and development of  instruments to meet the customer profiles.",,,NOW(),NOW()
,Western Agri Seeds (P) Ltd,http://www.westernagriseeds.com,"Manufacture,R & D,Marketing Development of biotic stress tolerant hybrids in cartor, cotton, okra via traditional methods of breeding. Varietal improvement in seshmum, wheat, groundnut, mustard, vegetables etc.",,,NOW(),NOW()
,Whitefield Agrotech Pvt Ltd,"http://www.whitefieldagrotech.com


","Manufacture; Micropropagation of temperate plants, rhododendrons, bamboo, medicinal herbs and foliage plants and photo micro tuber.",,,NOW(),NOW()
